File,Type,Link,When to Send,Further Context
Parish Partner Manual,Google Doc,https://docs.google.com/document/d/1aHg2B6Pw-VwMcrAFquEc2haVTZrr_WKRO-aF-RdmRl8/edit?tab=t.0,Beginning of partnership,Highlights all Hallow features and the experience partners get with their church
